frame_id,track_id,x,y,w,h,score,timestamp
84,11,833.6,150.3,47.5,128.0,0.93,8.3
84,12,831.9,128.0,44.7,123.2,0.89,8.3
84,13,862.0,146.1,47.2,120.8,0.93,8.3
84,14,858.8,115.1,51.0,118.7,0.86,8.3
84,20,394.1,98.7,49.3,113.8,0.89,8.3
84,21,981.2,99.4,47.5,110.6,0.83,8.3
84,30,434.1,38.5,38.5,93.6,0.83,8.3
84,31,212.0,237.1,61.5,163.2,0.89,8.3
85,1,521.4,41.3,38.7,91.5,0.83,8.4
85,2,331.6,182.4,57.2,132.8,0.85,8.4
85,10,869.8,130.6,44.3,119.2,0.87,8.4
85,11,828.2,146.7,54.7,126.9,0.87,8.4
85,12,833.6,128.4,44.8,124.2,0.92,8.4
85,13,860.7,140.5,49.3,124.9,0.9,8.4
85,14,857.0,114.1,46.5,118.7,0.87,8.4
85,20,401.8,98.8,43.7,118.6,0.87,8.4
85,21,985.4,101.7,48.3,110.5,0.98,8.4
85,30,436.0,38.7,37.7,92.4,0.92,8.4
85,31,216.4,237.9,72.5,161.4,0.92,8.4
86,1,520.7,35.3,37.2,96.0,0.84,8.5
86,2,331.5,184.7,52.1,137.8,0.92,8.5
86,10,866.2,127.0,49.6,124.1,0.97,8.5
86,11,827.7,145.5,54.1,127.7,0.89,8.5
86,12,835.8,129.0,43.5,124.1,0.82,8.5
86,13,858.5,138.7,50.4,129.4,0.97,8.5
86,14,854.1,116.2,53.2,121.7,0.86,8.5
86,20,406.7,102.8,42.6,114.6,0.87,8.5
86,21,978.7,97.1,49.6,113.5,0.9,8.5
86,30,442.6,37.2,35.1,90.9,0.94,8.5
86,31,211.9,246.6,71.8,161.2,0.87,8.5
87,1,517.6,40.4,37.7,91.6,0.84,8.6
87,2,344.5,176.1,53.1,134.3,0.94,8.6
87,10,871.1,125.6,43.4,123.3,0.94,8.6
87,11,827.8,149.8,55.5,126.8,0.91,8.6
87,12,834.9,128.0,44.7,125.1,0.93,8.6
87,13,856.2,139.2,55.3,129.4,0.82,8.6
87,14,853.8,120.0,48.5,115.5,0.89,8.6
87,20,404.3,104.3,43.3,111.9,0.91,8.6
87,21,977.0,96.8,45.3,113.6,0.92,8.6
87,30,444.1,38.0,38.8,92.7,0.84,8.6
87,31,226.4,239.0,70.5,160.1,0.92,8.6
88,1,518.3,40.8,39.4,93.9,0.79,8.7
88,2,328.4,177.5,61.7,139.3,0.85,8.7
88,10,869.6,128.2,50.6,119.7,0.92,8.7
88,11,828.5,150.0,52.6,126.6,0.96,8.7
88,12,832.3,127.9,44.5,124.7,0.87,8.7
88,13,863.0,141.9,44.9,126.7,0.9,8.7
88,14,861.2,115.6,42.4,120.7,0.87,8.7
88,20,404.9,103.0,47.8,113.4,0.89,8.7
88,21,985.3,100.4,42.7,117.8,0.93,8.7
88,30,443.2,36.0,36.4,92.6,0.91,8.7
88,31,227.9,238.9,62.0,159.0,0.99,8.7
89,1,522.1,41.0,33.3,92.7,0.86,8.8
89,2,337.8,172.9,53.9,140.4,0.95,8.8
89,10,873.0,128.9,45.2,120.3,0.91,8.8
89,11,827.8,147.2,57.2,129.4,0.87,8.8
89,12,836.0,122.1,49.1,126.4,0.84,8.8
89,13,858.6,140.2,57.0,128.4,0.93,8.8
89,14,858.9,118.2,47.4,115.3,0.92,8.8
89,20,412.2,101.0,42.7,113.3,0.86,8.8
89,21,985.7,99.7,43.0,115.1,0.9,8.8
89,30,446.0,31.0,38.0,93.9,0.87,8.8
89,31,226.3,235.3,60.6,157.7,0.99,8.8
90,1,522.7,40.1,32.5,91.0,0.99,8.9
90,2,341.3,178.9,57.8,139.2,0.81,8.9
90,10,870.8,126.5,51.4,122.8,0.94,8.9
90,11,824.9,150.1,55.2,125.6,0.92,8.9
90,12,831.5,128.2,52.6,124.9,0.8,8.9
90,13,861.3,141.4,46.3,126.4,0.99,8.9
90,14,861.3,113.6,44.4,120.2,0.96,8.9
90,20,415.2,99.6,42.2,110.7,0.9,8.9
90,21,975.6,101.9,39.8,109.1,0.89,8.9
90,30,442.0,36.5,37.1,92.9,0.91,8.9
90,31,223.4,240.7,62.4,161.3,0.87,8.9
91,1,520.3,38.6,35.2,93.0,0.81,9.0
91,2,337.7,176.7,58.2,138.5,0.83,9.0
91,10,868.8,127.5,53.1,123.0,0.91,9.0
91,11,833.3,151.3,46.2,128.1,0.94,9.0
91,12,834.1,128.9,52.1,124.3,0.92,9.0
91,13,859.9,140.8,54.8,123.0,0.99,9.0
91,14,861.0,119.0,43.9,117.1,0.84,9.0
91,20,417.6,106.2,43.7,110.4,0.9,9.0
91,21,978.4,99.7,39.6,112.3,0.93,9.0
91,30,440.6,35.4,40.6,90.9,0.93,9.0
91,31,223.5,238.8,60.0,156.4,0.9,9.0
92,1,524.8,39.9,36.8,91.6,0.85,9.1
92,2,339.7,176.1,54.5,140.0,0.87,9.1
92,10,870.5,129.0,50.2,121.4,0.99,9.1
92,11,832.3,151.6,45.0,125.7,0.85,9.1
92,12,831.9,131.1,50.0,121.5,0.91,9.1
92,13,864.2,145.9,51.1,125.5,0.96,9.1
92,14,854.9,115.1,52.9,117.6,0.91,9.1
92,20,405.1,105.9,47.4,112.4,0.9,9.1
92,21,974.8,105.7,42.0,112.9,0.93,9.1
92,30,442.8,45.0,37.0,89.7,0.85,9.1
92,31,226.3,235.3,63.4,161.3,0.93,9.1
93,1,520.0,36.7,42.2,94.7,0.89,9.2
93,2,329.9,177.8,63.6,141.5,0.92,9.2
93,10,867.2,128.8,45.6,123.4,0.86,9.2
93,11,832.3,143.6,50.6,132.1,0.98,9.2
93,12,829.0,133.5,51.8,117.6,0.89,9.2
93,13,865.6,144.3,44.5,124.2,0.89,9.2
93,14,855.4,119.3,48.5,115.0,0.99,9.2
93,20,420.4,102.4,44.1,110.6,0.97,9.2
93,21,969.3,106.3,47.5,113.3,0.95,9.2
93,30,450.7,38.6,36.1,91.5,0.94,9.2
93,31,232.4,240.2,58.0,156.8,0.97,9.2
94,1,520.4,40.9,40.4,92.1,0.87,9.3
94,2,327.4,178.6,55.7,143.9,0.92,9.3
94,10,868.3,126.8,50.9,125.0,0.94,9.3
94,11,831.4,148.9,53.8,129.7,0.84,9.3
94,12,825.6,128.3,55.7,126.5,0.94,9.3
94,13,859.0,139.8,56.0,126.4,0.97,9.3
94,14,855.3,115.1,47.6,117.7,0.94,9.3
94,20,416.6,102.2,47.8,111.6,0.88,9.3
94,21,960.4,99.9,49.3,114.3,0.99,9.3
94,30,449.9,35.9,32.3,92.3,0.9,9.3
94,31,242.4,235.2,64.0,154.5,0.92,9.3
95,1,522.1,39.9,33.8,92.6,0.86,9.4
95,2,333.8,181.7,56.3,139.8,0.88,9.4
95,10,871.4,126.1,48.3,122.6,0.96,9.4
95,11,832.8,147.1,52.2,130.0,0.89,9.4
95,12,832.2,129.0,50.9,121.1,0.9,9.4
95,13,861.6,141.8,47.4,127.0,0.88,9.4
95,14,856.5,111.9,45.0,122.5,0.82,9.4
95,20,421.1,103.9,44.0,109.6,0.94,9.4
95,21,963.1,96.1,49.1,113.7,0.91,9.4
95,30,446.2,32.0,37.6,94.3,0.94,9.4
95,31,230.3,235.4,58.5,158.7,0.94,9.4
96,1,520.0,38.8,35.7,94.2,0.9,9.5
96,2,335.4,175.1,51.7,139.8,0.94,9.5
96,10,864.6,128.1,54.3,123.4,0.94,9.5
96,11,837.8,142.9,46.9,131.9,0.97,9.5
96,12,830.5,131.4,53.4,122.8,0.89,9.5
96,13,860.8,139.3,44.7,125.5,0.88,9.5
96,14,856.8,111.8,45.3,119.3,0.85,9.5
96,20,431.9,101.3,43.3,115.5,0.95,9.5
96,21,967.8,103.3,41.3,113.9,0.8,9.5
96,30,456.1,33.6,38.6,89.8,0.93,9.5
96,31,248.9,228.4,55.7,157.2,0.94,9.5
97,1,521.2,39.1,36.0,91.9,0.89,9.6
97,2,331.8,174.6,54.1,143.9,0.83,9.6
97,10,871.1,130.9,44.3,121.2,0.9,9.6
97,11,837.2,151.5,46.9,126.3,0.88,9.6
97,12,837.7,130.0,42.6,120.1,0.95,9.6
97,13,856.9,140.9,55.4,127.3,0.96,9.6
97,14,855.0,111.8,47.3,120.7,0.97,9.6
97,20,436.4,104.5,41.6,111.8,0.86,9.6
97,21,971.6,102.7,38.9,111.1,0.86,9.6
97,30,454.1,34.3,39.6,93.4,0.83,9.6
97,31,235.0,232.7,69.3,157.7,0.95,9.6
98,1,520.7,40.1,32.7,92.6,0.98,9.7
98,2,334.6,180.0,59.2,136.4,0.9,9.7
98,10,871.4,132.7,44.4,119.6,0.85,9.7
98,11,832.5,145.2,52.6,130.3,0.88,9.7
98,12,824.4,130.0,49.5,122.9,0.95,9.7
98,13,857.3,139.3,52.3,127.1,0.85,9.7
98,14,856.7,117.6,47.0,116.4,0.86,9.7
98,20,432.1,101.1,47.0,112.0,0.87,9.7
98,21,950.5,101.3,45.9,112.8,0.88,9.7
98,30,456.1,31.3,35.0,93.1,0.88,9.7
98,31,241.7,236.4,59.1,156.8,0.84,9.7
99,1,523.2,42.1,37.6,90.5,0.81,9.8
99,2,333.8,173.8,55.9,140.3,0.94,9.8
99,10,872.1,129.0,45.9,121.8,0.9,9.8
99,11,834.0,147.7,47.2,131.4,0.86,9.8
99,12,827.2,131.8,54.5,121.5,0.86,9.8
99,13,858.9,138.0,52.6,126.8,0.9,9.8
99,14,854.2,115.2,53.5,119.0,0.83,9.8
99,20,428.7,102.0,49.8,113.5,0.91,9.8
99,21,956.6,99.5,48.7,112.4,0.86,9.8
99,30,452.8,29.9,42.2,95.4,0.88,9.8
99,31,234.8,232.4,69.0,159.4,0.85,9.8
100,1,521.4,39.2,35.1,93.6,0.92,9.9
100,2,333.8,177.7,59.5,138.8,0.88,9.9
100,10,871.0,128.7,44.3,122.0,0.9,9.9
100,11,829.8,148.4,46.3,127.6,0.89,9.9
100,12,836.2,130.1,45.1,124.0,0.82,9.9
100,13,856.5,138.1,46.2,126.7,0.91,9.9
100,14,859.6,118.9,45.6,116.0,0.9,9.9
100,20,435.4,103.3,46.7,112.3,0.85,9.9
100,21,952.6,99.7,48.5,111.5,0.86,9.9
100,30,458.4,33.4,34.0,93.7,0.88,9.9
100,31,231.2,234.7,70.7,157.8,0.95,9.9
101,1,521.3,39.2,40.3,93.5,0.9,10.0
101,2,326.8,184.4,62.1,138.3,0.9,10.0
101,10,869.7,128.5,54.3,121.6,0.95,10.0
101,11,822.6,144.2,55.6,131.8,0.9,10.0
101,12,838.5,128.8,44.2,125.6,0.92,10.0
101,13,863.4,141.2,45.5,126.6,0.87,10.0
101,14,850.1,111.3,53.6,120.2,0.9,10.0
101,20,437.8,101.0,43.1,115.6,0.9,10.0
101,21,952.8,101.4,42.2,114.2,0.86,10.0
101,30,455.7,38.3,37.7,91.1,0.87,10.0
101,31,251.2,228.5,56.7,159.9,0.75,10.0
101,32,990.8,259.1,59.6,165.8,0.87,10.0
102,1,519.1,40.8,38.0,92.9,0.89,10.1
102,2,334.4,180.1,51.7,141.8,0.85,10.1
102,10,874.5,132.0,41.6,118.4,0.88,10.1
102,11,829.4,145.7,48.5,130.2,0.87,10.1
102,12,838.4,130.2,44.6,124.5,0.92,10.1
102,13,862.1,139.3,49.3,128.7,0.83,10.1
102,14,858.6,114.0,48.1,119.8,0.81,10.1
102,20,436.8,102.2,46.7,112.3,0.86,10.1
102,21,954.6,95.3,44.1,113.4,0.83,10.1
102,30,467.4,34.1,35.0,91.8,0.91,10.1
102,31,243.4,227.7,59.7,159.0,0.9,10.1
102,32,996.7,252.2,64.0,168.2,0.86,10.1
103,1,521.2,40.3,36.1,94.0,0.86,10.2
103,2,334.0,179.6,52.8,139.3,0.87,10.2
103,10,871.6,129.4,45.8,124.2,0.88,10.2
103,11,834.2,149.2,57.1,130.5,0.91,10.2
103,12,837.0,127.1,46.0,124.8,0.94,10.2
103,13,859.4,136.5,49.2,128.6,0.9,10.2
103,14,859.5,107.3,48.1,123.3,0.83,10.2
103,20,435.6,104.2,46.0,114.8,0.99,10.2
103,21,944.5,95.6,45.5,112.3,0.81,10.2
103,30,463.4,28.9,34.4,94.9,0.97,10.2
103,31,249.0,227.7,61.9,158.5,0.87,10.2
103,32,984.1,255.7,63.2,165.1,0.88,10.2
104,1,521.2,40.9,38.6,90.0,0.93,10.3
104,2,341.1,176.5,48.2,136.5,0.92,10.3
104,10,871.8,128.0,50.4,122.4,0.92,10.3
104,11,824.2,145.2,55.9,132.3,0.88,10.3
104,12,827.7,131.7,51.4,125.3,0.9,10.3
104,13,858.5,138.7,55.8,127.6,0.78,10.3
104,14,854.0,114.1,52.6,118.9,0.95,10.3
104,20,439.0,105.0,48.6,111.7,0.87,10.3
104,21,953.2,97.2,43.3,117.7,0.82,10.3
104,30,462.9,32.5,39.7,93.5,0.93,10.3
104,31,237.9,233.2,63.1,156.8,0.94,10.3
104,32,987.8,254.2,63.6,165.1,0.93,10.3
105,1,516.9,40.4,38.6,94.1,0.9,10.4
105,2,341.5,175.0,52.2,142.7,0.93,10.4
105,10,868.9,129.1,51.4,119.9,0.94,10.4
105,11,830.6,147.0,54.0,128.6,0.88,10.4
105,12,830.0,132.8,53.2,121.7,0.96,10.4
105,13,859.2,139.8,56.9,127.6,0.94,10.4
105,14,859.6,113.3,44.4,120.3,0.81,10.4
105,20,440.0,107.6,49.9,111.3,0.84,10.4
105,21,933.5,99.0,48.8,113.4,0.89,10.4
105,30,462.8,28.8,41.4,94.9,0.91,10.4
105,31,240.1,226.8,66.5,160.0,0.89,10.4
105,32,993.5,257.7,63.3,166.5,0.81,10.4
106,1,522.4,38.3,40.2,93.8,0.9,10.5
106,2,340.2,175.5,51.9,140.4,0.85,10.5
106,10,872.7,130.6,42.2,120.3,0.9,10.5
106,11,829.9,144.6,52.4,132.3,0.92,10.5
106,12,829.3,132.4,51.7,121.6,0.91,10.5
106,13,862.8,143.5,51.6,122.2,0.83,10.5
106,14,857.2,114.1,50.5,119.2,0.96,10.5
106,20,436.9,104.4,48.7,112.4,0.95,10.5
106,21,940.1,97.0,43.6,113.2,0.91,10.5
106,30,469.6,33.6,33.0,90.9,0.88,10.5
106,31,237.5,226.8,68.1,157.9,0.97,10.5
106,32,985.0,259.8,65.3,165.8,0.87,10.5
107,1,517.3,41.7,41.4,92.5,0.88,10.6
107,2,337.7,179.0,50.8,136.8,0.94,10.6
107,10,871.8,129.6,48.8,122.2,0.88,10.6
107,11,825.4,144.3,54.1,130.0,0.87,10.6
107,12,828.2,126.8,45.1,124.7,0.79,10.6
107,13,864.2,145.2,48.0,125.5,0.92,10.6
107,14,862.8,119.0,43.7,117.7,0.87,10.6
107,20,445.6,102.8,41.0,114.1,0.9,10.6
107,21,943.7,95.5,43.2,119.8,0.9,10.6
107,30,465.2,34.4,37.9,90.0,0.9,10.6
107,31,255.8,220.7,62.0,154.1,0.85,10.6
107,32,980.6,257.5,67.1,166.0,0.88,10.6
108,1,519.6,39.8,37.0,91.5,0.91,10.7
108,2,337.7,178.9,56.3,140.4,0.77,10.7
108,10,864.3,128.3,54.7,124.0,0.93,10.7
108,11,832.3,147.6,47.7,129.0,0.88,10.7
108,12,828.5,129.7,55.5,123.3,0.91,10.7
108,13,861.6,140.6,48.2,127.1,0.97,10.7
108,14,857.1,116.2,43.6,117.4,0.94,10.7
108,20,451.4,96.6,47.6,114.7,0.98,10.7
108,21,937.4,97.3,44.8,113.2,0.91,10.7
108,30,467.2,29.8,38.5,92.4,0.88,10.7
108,31,255.5,222.0,64.6,155.7,0.9,10.7
108,32,982.3,256.2,63.0,168.5,0.9,10.7
109,1,520.7,41.7,40.5,90.2,0.9,10.8
109,2,333.3,177.8,55.2,144.8,0.99,10.8
109,10,870.4,124.6,47.1,123.8,0.9,10.8
109,11,829.7,148.2,48.7,126.6,0.92,10.8
109,12,835.5,126.3,47.2,123.7,0.87,10.8
109,13,856.6,141.5,53.3,127.1,0.96,10.8
109,14,861.6,117.2,43.4,117.4,0.87,10.8
109,20,453.5,101.3,46.6,115.0,0.93,10.8
109,21,932.9,98.3,43.2,114.2,0.83,10.8
109,30,472.6,33.1,33.9,89.2,0.89,10.8
109,31,252.8,228.2,66.9,151.6,0.87,10.8
109,32,972.8,252.3,69.2,164.8,0.89,10.8
110,1,519.9,41.3,39.4,90.8,0.93,10.9
110,2,334.3,183.5,60.5,137.3,0.79,10.9
110,10,872.4,131.6,50.0,121.5,0.95,10.9
110,11,831.3,146.7,48.4,131.6,0.99,10.9
110,12,831.2,130.6,53.7,124.0,0.84,10.9
110,13,863.8,138.8,48.8,126.8,0.93,10.9
110,14,857.7,116.0,45.8,118.1,0.91,10.9
110,20,454.4,101.5,45.7,113.9,0.9,10.9
110,21,932.1,96.6,41.7,115.7,0.83,10.9
110,30,468.8,33.7,35.1,92.2,0.84,10.9
110,31,250.9,221.5,62.3,155.0,0.77,10.9
110,32,983.2,253.7,62.8,167.2,0.91,10.9
111,1,519.0,43.1,40.7,91.0,0.93,11.0
111,2,332.0,176.7,52.1,139.9,0.85,11.0
111,10,868.4,129.9,53.0,121.8,0.99,11.0
111,11,831.1,147.6,48.7,132.2,0.92,11.0
111,12,836.7,128.3,50.6,125.2,0.87,11.0
111,13,862.9,135.6,47.9,131.6,0.9,11.0
111,14,857.2,117.0,41.3,116.6,0.89,11.0
111,20,456.0,102.9,46.1,116.3,0.88,11.0
111,21,932.0,95.5,44.3,112.3,0.95,11.0
111,30,469.0,35.7,37.8,91.8,0.84,11.0
111,31,252.5,229.1,56.1,155.3,0.85,11.0
111,32,963.5,253.6,72.7,164.8,0.93,11.0
112,1,518.7,39.9,41.5,93.3,0.91,11.1
112,2,330.0,183.5,53.9,137.5,0.94,11.1
112,10,873.2,131.4,45.9,121.7,0.98,11.1
112,11,828.2,148.8,51.6,128.1,0.83,11.1
112,12,831.5,127.1,47.8,122.7,0.94,11.1
112,13,860.9,139.8,51.1,128.5,0.94,11.1
112,14,855.7,114.9,44.9,119.7,0.93,11.1
112,20,454.1,102.7,51.1,116.0,0.84,11.1
112,21,927.5,100.5,40.0,111.7,0.9,11.1
112,30,478.3,28.2,35.2,92.8,0.94,11.1
112,31,254.6,229.5,65.2,159.2,0.91,11.1
112,32,984.9,256.4,61.2,162.5,0.93,11.1
113,1,519.5,39.3,33.4,93.0,0.93,11.2
113,2,335.6,172.3,57.8,142.3,0.91,11.2
113,10,869.8,126.1,52.2,121.7,0.84,11.2
113,11,830.2,148.8,49.4,128.8,0.9,11.2
113,12,835.2,131.0,51.2,122.7,0.87,11.2
113,13,863.3,145.6,46.9,120.7,0.89,11.2
113,14,854.9,116.3,48.1,117.7,0.92,11.2
113,20,459.8,109.4,45.4,110.2,0.89,11.2
113,21,929.5,100.2,49.7,114.4,0.69,11.2
113,30,481.8,31.2,34.2,89.8,0.98,11.2
113,31,256.6,223.1,65.7,153.0,0.85,11.2
113,32,972.0,246.3,63.8,166.0,0.93,11.2
114,1,520.2,37.2,37.5,93.7,0.86,11.3
114,2,339.2,178.3,48.1,136.0,0.87,11.3
114,10,873.5,132.5,51.3,119.8,0.92,11.3
114,11,826.8,152.6,54.0,127.9,0.99,11.3
114,12,835.3,128.7,42.3,120.4,0.86,11.3
114,13,862.5,141.9,49.9,126.9,0.95,11.3
114,14,859.0,116.3,46.5,117.4,0.9,11.3
114,20,465.1,97.2,43.2,116.5,0.86,11.3
114,21,926.4,101.6,39.5,111.8,0.89,11.3
114,30,483.3,32.4,36.9,90.5,0.91,11.3
114,31,261.2,221.4,64.4,154.7,0.81,11.3
114,32,970.1,250.6,65.4,162.6,0.85,11.3
115,1,519.7,38.7,37.3,93.2,0.83,11.4
115,2,338.9,174.5,50.1,139.4,0.95,11.4
115,10,869.2,125.7,47.8,122.7,0.9,11.4
115,11,823.9,149.4,55.4,130.7,0.92,11.4
115,12,831.4,128.6,45.6,125.0,0.86,11.4
115,13,859.6,141.0,49.1,125.6,0.9,11.4
115,14,856.1,117.7,48.0,115.6,0.85,11.4
115,20,461.7,106.7,45.9,108.9,0.9,11.4
115,21,921.8,100.2,44.1,115.1,0.88,11.4
115,30,481.7,33.3,33.5,89.0,0.89,11.4
115,31,259.5,220.6,61.9,156.6,0.92,11.4
115,32,971.8,253.6,70.4,164.5,0.85,11.4
116,1,525.1,41.0,33.9,89.7,0.77,11.5
116,2,333.9,181.7,56.9,138.3,0.9,11.5
116,10,870.8,131.0,49.4,118.8,0.91,11.5
116,11,826.3,143.8,59.5,133.8,0.76,11.5
116,12,834.8,126.0,45.2,122.6,0.82,11.5
116,13,853.3,139.9,55.8,128.0,0.91,11.5
116,14,862.8,112.4,43.1,120.3,0.9,11.5
116,20,462.8,104.0,46.3,115.9,0.91,11.5
116,21,922.0,102.8,43.5,113.1,0.82,11.5
116,30,483.7,33.9,31.0,87.5,0.93,11.5
116,31,270.0,217.6,66.5,149.4,0.84,11.5
116,32,970.7,247.5,62.0,166.4,0.93,11.5
117,1,521.3,38.4,37.6,93.3,0.97,11.6
117,2,340.4,181.7,51.8,139.7,0.87,11.6
117,10,871.4,124.9,47.6,126.9,0.85,11.6
117,11,834.0,143.4,50.1,134.9,0.89,11.6
117,12,832.2,128.2,51.6,121.1,0.93,11.6
117,13,864.3,137.8,48.2,128.2,0.87,11.6
117,14,860.8,113.8,41.6,118.7,0.94,11.6
117,20,465.6,99.9,50.4,113.8,0.88,11.6
117,21,910.7,100.0,47.3,109.8,0.88,11.6
117,30,475.1,30.3,41.3,92.3,0.95,11.6
117,31,268.0,218.1,58.1,151.3,0.84,11.6
117,32,977.6,254.9,63.7,158.5,0.92,11.6
118,1,521.1,41.1,35.1,92.4,0.88,11.7
118,2,326.4,177.7,63.5,143.9,0.91,11.7
118,10,870.4,126.3,45.1,122.0,0.92,11.7
118,11,827.5,150.6,53.1,127.2,0.91,11.7
118,12,837.0,129.2,45.3,123.5,0.85,11.7
118,13,861.2,139.9,49.1,126.2,0.93,11.7
118,14,859.7,114.2,48.6,119.5,0.89,11.7
118,20,470.3,103.5,51.1,115.7,0.94,11.7
118,21,916.6,101.2,44.0,112.3,0.86,11.7
118,30,488.2,30.2,34.6,88.5,0.94,11.7
118,31,264.0,221.6,63.4,154.7,0.99,11.7
118,32,968.1,249.9,60.0,165.2,0.89,11.7
119,1,522.7,40.2,34.7,93.7,0.88,11.8
119,2,332.7,177.8,50.0,138.6,0.97,11.8
119,10,872.4,127.0,45.7,122.4,0.82,11.8
119,11,835.5,150.1,49.9,124.5,0.96,11.8
119,12,833.3,131.5,44.0,122.8,0.8,11.8
119,13,860.4,140.1,48.3,127.0,0.89,11.8
119,14,853.8,116.5,52.1,117.2,0.98,11.8
119,20,474.9,105.7,47.8,113.1,0.89,11.8
119,21,919.7,93.1,48.3,113.5,0.95,11.8
119,30,488.1,31.2,36.6,91.4,0.86,11.8
119,31,277.2,216.9,55.8,154.8,0.81,11.8
119,32,969.5,252.2,61.5,165.6,0.97,11.8
120,1,520.2,36.6,39.6,94.9,0.91,11.9
120,2,335.6,176.0,60.0,136.7,0.89,11.9
120,10,868.2,125.3,53.1,122.5,0.9,11.9
120,11,834.8,149.6,52.5,127.6,0.89,11.9
120,12,834.5,132.2,45.4,122.8,0.89,11.9
120,13,857.7,142.6,51.7,123.5,0.9,11.9
120,14,856.9,115.0,48.4,121.3,0.91,11.9
120,20,478.3,102.0,42.3,113.4,0.82,11.9
120,21,911.0,103.2,44.1,108.6,0.88,11.9
120,30,482.5,31.1,39.4,88.9,0.8,11.9
120,31,277.9,218.3,54.3,147.5,0.99,11.9
120,32,973.4,256.7,61.6,162.1,0.79,11.9
121,1,521.1,37.6,36.6,95.0,0.99,12.0
121,2,333.0,176.9,58.6,139.3,0.92,12.0
121,10,869.1,127.3,49.6,124.6,0.91,12.0
121,11,829.0,146.7,51.8,128.0,0.84,12.0
121,12,834.4,130.4,44.3,122.3,0.86,12.0
121,13,858.2,137.2,50.1,130.6,0.85,12.0
121,14,859.6,115.2,44.0,115.8,0.97,12.0
121,20,484.3,106.6,45.7,114.0,0.9,12.0
121,21,906.8,103.4,51.0,113.7,0.88,12.0
121,30,494.3,36.8,30.7,86.0,0.87,12.0
121,31,268.0,214.9,58.5,158.2,0.87,12.0
121,32,979.2,247.5,58.7,158.9,0.94,12.0
122,1,523.2,39.8,35.2,91.2,0.85,12.1
122,2,337.4,174.2,50.7,141.9,0.84,12.1
122,10,869.4,128.3,53.0,120.6,0.96,12.1
122,11,830.5,143.4,49.8,129.2,0.85,12.1
122,12,830.5,129.2,50.5,123.8,0.87,12.1
122,13,860.6,138.8,50.9,126.8,0.89,12.1
122,14,858.5,121.4,48.9,115.5,0.86,12.1
122,20,480.4,108.7,49.6,110.2,0.96,12.1
122,21,910.1,94.4,43.4,112.8,0.9,12.1
122,30,492.9,29.0,34.0,90.9,0.85,12.1
122,31,259.7,221.5,68.1,155.3,0.89,12.1
122,32,965.3,249.5,65.1,161.9,0.92,12.1
123,1,522.4,38.1,35.1,94.5,0.91,12.2
123,2,337.4,180.5,49.0,138.9,0.99,12.2
123,10,865.2,126.8,53.1,123.7,0.88,12.2
123,11,827.0,148.9,55.9,127.2,0.85,12.2
123,12,833.9,128.6,53.0,122.9,0.99,12.2
123,13,863.3,139.9,44.5,126.2,0.99,12.2
123,14,860.1,109.8,48.8,121.7,0.94,12.2
123,20,489.2,99.4,43.6,112.6,0.83,12.2
123,21,913.4,105.4,38.9,110.9,0.92,12.2
123,30,490.7,34.2,35.7,86.9,0.87,12.2
123,31,275.9,213.7,66.4,152.9,0.97,12.2
123,32,975.0,251.7,60.7,162.1,0.86,12.2
124,1,527.0,43.1,32.3,91.4,0.84,12.3
124,2,336.1,177.5,58.1,141.9,0.89,12.3
124,10,870.5,128.8,50.6,122.4,0.9,12.3
124,11,828.2,148.3,50.2,129.9,0.9,12.3
124,12,834.1,126.7,47.7,124.1,0.9,12.3
124,13,860.9,140.0,54.5,125.6,0.77,12.3
124,14,855.6,110.4,51.0,123.2,0.88,12.3
124,20,480.5,105.1,51.3,115.0,0.87,12.3
124,21,904.3,93.1,41.9,114.0,0.87,12.3
124,30,491.7,30.3,31.9,90.0,0.92,12.3
124,31,269.9,211.4,62.1,155.5,0.95,12.3
124,32,950.2,251.3,70.6,163.5,0.89,12.3
125,1,520.8,36.6,35.6,95.3,0.92,12.4
125,2,328.6,179.7,58.8,139.1,0.94,12.4
125,10,865.2,126.0,56.2,125.1,0.9,12.4
125,11,828.3,148.9,54.4,126.4,0.89,12.4
125,12,826.5,129.4,50.0,123.6,0.92,12.4
125,13,862.4,137.1,49.0,127.9,0.85,12.4
125,14,857.8,117.2,47.8,117.2,0.88,12.4
125,20,493.4,104.5,39.8,110.9,0.99,12.4
125,21,898.6,101.2,46.8,112.0,0.85,12.4
125,30,494.8,32.5,33.4,91.0,0.93,12.4
125,31,279.3,214.9,53.9,149.1,0.97,12.4
125,32,961.7,250.7,67.1,164.8,0.96,12.4
126,1,516.9,37.5,41.7,94.1,0.81,12.5
126,2,324.7,179.7,60.0,141.2,0.92,12.5
126,10,873.9,128.3,48.4,122.5,0.93,12.5
126,11,832.4,148.3,45.6,129.0,0.93,12.5
126,12,831.7,133.8,51.1,118.5,0.88,12.5
126,13,863.6,142.4,47.7,126.1,0.9,12.5
126,14,855.6,115.1,50.7,116.9,0.89,12.5
126,20,495.2,103.2,45.3,113.5,0.89,12.5
126,21,902.6,99.2,42.3,107.3,0.9,12.5
126,30,492.5,27.8,38.2,88.8,0.82,12.5
126,31,269.0,214.3,67.7,153.1,0.88,12.5
126,32,955.9,249.4,66.9,163.6,0.84,12.5
127,1,520.4,41.5,38.9,92.2,0.83,12.6
127,2,331.2,185.8,53.3,141.4,0.91,12.6
127,10,864.0,129.7,53.4,121.3,0.99,12.6
